Player,Pre-NBA,Draft Year,Combine Position,Primary Position,Secondary Positions,Default Position,Is Primary,Hand Length (in.),Hand Width (in.),Height w/o Shoes,Height (in.),Standing Reach,Standing Reach (in.),Wingspan,Wingspan (in.),Weight (lbs),Lane Agility Time,Shuttle Run,Three Quarter Sprint,Standing Vertical,Max Vertical,Height (in.)_Percentile,Standing Reach (in.)_Percentile,Wingspan (in.)_Percentile,Weight (lbs)_Percentile,Hand Length (in.)_Percentile,Hand Width (in.)_Percentile,Physical Score,Lane Agility Time_Percentile,Three Quarter Sprint_Percentile,Shuttle Run_Percentile,Agility Score,Max Vertical_Percentile,Standing Vertical_Percentile,Vertical Score,Raw Score,Combine Score
Tahaad Pettiford,,2025,PG,PG,SG,PG,1,8.25,8.5,"6'0.25""",72.25,"8'0""",96,"6'5.5""",77.5,168.8,10.63,2.96,3.23,31,42,31.46067416,32.7247191,49.71910112,8.732394366,44.27860697,20.14925373,30.65922219,86.98412698,38.53503185,65.35714286,62.75957942,95.85987261,66.66666667,81.26326964,58.22735708,68.60841424
Tamar Bates,Missouri,2025,SG,SG,PG-SF,SG,1,9.75,9,"6'3.75""",75.75,"8'7""",103,"6'10.25""",82.25,191.4,10.75,2.99,3.26,27.5,33.5,45.46979866,82.88590604,79.53020134,22.39057239,99.27884615,32.69230769,57.56911961,82.43243243,38.50574713,63.73239437,60.46908978,23.75478927,22.0754717,22.91513049,46.98444662,40.23904382
Thomas Sorber,Georgetown,2025,C,C,PF,C,1,8.5,9,"6'9.25""",81.25,"9'1""",109,"7'6""",90,262.8,,,,,,21.09375,27.48691099,85.9375,81.51041667,6,8.4,54.00714442,,,,,,,,,
Tre Johnson,Texas,2025,PG-SG,SG,PG-SF,SG,1,8.5,8,"6'4.75""",76.75,"8'5""",101,"6'10.25""",82.25,190.4,10.49,3.11,3.28,32,37.5,82.38255034,48.99328859,79.53020134,20.53872054,42.54807692,1.682692308,57.8611902,95.94594595,31.41762452,36.97183099,63.68178523,67.43295019,76.22641509,71.82968264,64.45755269,79.28286853
Tyrese Proctor,Duke,2025,PG-SG,PG,SG,PG,1,8.25,9,"6'4.25""",76.25,"8'4.5""",100.5,"6'7.25""",79.25,183.2,10.75,3,3.19,30.5,36.5,93.11797753,87.64044944,72.75280899,40.98591549,44.27860697,49.50248756,73.62428786,78.88888889,56.84713376,60,67.86801132,56.68789809,60.47619048,58.58204428,66.69144782,87.05501618
Tyson Degenhart,Boise State,2025,PF-C,PF,C,PF,1,8.5,9,"6'7""",79,"8'6.5""",102.5,"6'9.5""",81.5,242,11.895,3.105,3.384,27,,18.72146119,2.283105023,3.196347032,66.32420091,10.46511628,14.41860465,22.63127854,28.60759494,29.33673469,49.6124031,28.97216482,,32.44949495,,,
VJ Edgecombe,Baylor,2025,PG-SG,SG,PG,SG,1,8.5,9.5,"6'4""",76,"8'5.5""",101.5,"6'7.5""",79.5,193.2,11.27,2.93,3.2,30,38.5,54.86577181,59.06040268,30.70469799,26.26262626,42.54807692,63.94230769,42.72337469,37.45173745,56.70498084,76.76056338,47.07835915,78.35249042,52.64150943,65.49699993,51.76624459,53.78486056
Vladislav Goldin,Michigan,2025,C,C,,C,1,9.5,11.75,"7'0""",84,"9'3""",111,"7'5.25""",89.25,253.4,11.76,2.95,3.53,26.5,30,84.11458333,60.9947644,79.16666667,70.3125,78,100,73.6471286,59.11949686,18.23899371,81.17647059,38.67924528,31.44654088,40.25157233,35.8490566,49.39181016,47.46835443
Walter Clayton Jr.,Florida,2025,PG-SG,PG,SG,PG,1,8.25,9.75,"6'2""",74,"8'1.5""",97.5,"6'4""",76,199,10.52,2.81,3.14,29.5,37,68.82022472,51.40449438,32.16292135,83.52112676,44.27860697,92.039801,58.9771918,92.06349206,75.95541401,90.35714286,84.00945304,63.37579618,47.14285714,55.25932666,66.0819905,85.11326861
Will Riley,Illinois,2025,SF-PF,SF,SG-PF,SF,1,8.5,9,"6'8.25""",80.25,"8'8""",104,"6'8.75""",80.75,185.6,11.73,3.08,3.21,27.5,32,96.85314685,47.2027972,16.08391608,2.097902098,30.15873016,26.58730159,40.55944056,20.28423773,64.47028424,48.82352941,42.37726098,18.76606684,23.96907216,21.3675695,34.76809035,13.98416887
Yanic Konan Niederhauser,Penn State,2025,C,C,,C,1,9.5,9,"6'11.25""",83.25,"9'3""",111,"7'3.25""",87.25,242.6,11.45,2.84,3.2,33.5,37,69.01041667,60.9947644,50.26041667,48.4375,78,8.4,57.17577443,77.04402516,90.88050314,94.70588235,83.96226415,92.7672956,96.22641509,94.49685535,78.54496464,99.36708861
Yaxel Lendeborg,,2025,PF,PF,SF-C,PF,1,9.25,10,"6'8.5""",80.5,"9'0.5""",108.5,"7'4""",88,234.6,11.68,3.09,3.32,25.5,31.5,57.76255708,73.28767123,89.26940639,48.40182648,75.58139535,65.58139535,67.1803653,43.03797468,45.91836735,55.81395349,44.47817102,31.01265823,14.26767677,22.6401675,44.7662346,36.8556701
Zeke Mayo,Kansas,2025,SG,SG,PG,SG,1,8.25,9.5,"6'2.5""",74.5,"8'1""",97,"6'3""",75,178,11.487,2.921,3.342,27,,11.40939597,2.852348993,0.6711409396,2.861952862,17.06730769,63.94230769,4.448709692,20.46332046,14.94252874,78.87323944,17.7029246,,15.47169811,,,
Adem Bona,UCLA,2024,C,C,PF,C,1,9.5,10,"6'8.25""",80.25,"9'0""",108,"7'3.75""",87.75,243.2,11.01,3.01,3.15,35,40,6.770833333,15.70680628,57.8125,50.52083333,78,50.4,32.70274324,95.59748428,94.33962264,65.88235294,94.96855346,98.11320755,97.48427673,97.79874214,75.15667961,97.46835443
AJ Johnson,Illawarra,2024,SG,SG,PG,SG,1,8.5,8.5,"6'4.25""",76.25,"8'6""",102,"6'8.5""",80.5,167,10.76,2.87,3.15,29,38,65.77181208,67.61744966,47.81879195,0.6734006734,42.54807692,11.53846154,45.47036359,81.46718147,73.75478927,90.49295775,77.61098537,73.37164751,39.43396226,56.40280489,59.82805128,71.31474104
Ajay Mitchell,UC Santa Barbara,2024,PG,PG,SG,PG,1,8.5,8.5,"6'3.25""",75.25,"8'5""",101,"6'6.25""",78.25,197,11.12,2.95,3.11,28,33.5,85.53370787,90.16853933,60.39325843,79.43661972,71.64179104,20.14925373,78.88303133,43.33333333,81.52866242,66.78571429,62.43099788,28.18471338,26.66666667,27.42569002,56.24657308,61.48867314
Alex Karaban,,2024,PF,SF,SG-PF,SF,1,8.75,9.25,"6'6.5""",78.5,"8'10.5""",106.5,"6'11""",83,219.2,11.23,,3.2,22.5,32,62.47086247,85.66433566,53.14685315,64.91841492,52.57936508,42.65873016,66.55011655,54.39276486,68.34625323,,,18.76606684,1.030927835,9.898497337,,
Alexandre Sarr,Perth,2024,C,C,PF,C,1,9,10,"6'11.75""",83.75,"9'2""",110,"7'4.25""",88.25,224.2,11.43,3.23,3.27,30.5,37,80.20833333,45.02617801,65.88541667,13.54166667,29.6,50.4,51.16539867,78.93081761,79.87421384,37.64705882,79.40251572,92.7672956,80.81761006,86.79245283,72.45345574,94.30379747
Antonio Reeves,Kentucky,2024,SG,SG,SF,SG,1,9,10,"6'4.5""",76.5,"8'4.5""",100.5,"6'8.25""",80.25,186.6,11.44,3.16,3.14,29,36,75.67114094,38.25503356,43.79194631,13.46801347,88.46153846,89.42307692,42.79653357,24.51737452,77.01149425,24.29577465,50.76443439,53.25670498,39.43396226,46.34533362,46.63543386,39.44223108
Ariel Hukporti,Melbourne,2024,C,C,PF,C,1,9.25,10.25,"6'10.75""",82.75,"9'3""",111,"7'2.5""",86.5,246.2,,,,,,57.03125,60.9947644,36.45833333,56.77083333,56.4,67.2,52.81379527,,,,,,,,,
Baylor Scheierman,Creighton,2024,SF,SF,SG,SF,1,9.25,9.75,"6'6.25""",78.25,"8'6.5""",102.5,"6'8.25""",80.25,201.6,10.89,2.94,3.09,27.5,32,54.54545455,22.49417249,11.53846154,18.18181818,91.46825397,73.01587302,26.68997669,84.2377261,92.63565891,77.94117647,88.43669251,18.76606684,23.96907216,21.3675695,45.49807957,37.46701847
Bobi Klintman,Cairns,2024,PF,PF,SF,PF,1,8.75,10,"6'8.75""",80.75,"8'10.5""",106.5,"6'11""",83,212.2,11.49,3.21,3.23,26.5,32.5,67.35159817,35.50228311,16.66666667,9.132420091,26.04651163,65.58139535,32.16324201,56.70886076,78.44387755,35.27131783,67.57636916,44.55696203,26.38888889,35.47292546,45.07084554,37.62886598
Boogie Ellis,USC,2024,PG-SG,PG,SG,PG,1,9,9.5,"6'0.75""",72.75,"8'2""",98,"6'7""",79,185,11.98,3.33,3.19,31.5,39.5,42.83707865,58.56741573,69.1011236,46.1971831,96.0199005,80.34825871,54.17570027,4.126984127,56.84713376,5.714285714,30.48705894,84.55414013,73.01587302,78.78500657,54.48258859,56.31067961
Bronny James,USC,2024,SG,SG,PG,SG,1,8.5,9.5,"6'1.5""",73.5,"8'2.5""",98.5,"6'7.25""",79.25,210.4,10.96,3.02,3.09,32,40.5,2.013422819,13.42281879,27.01342282,74.91582492,42.54807692,63.94230769,29.34137234,62.54826255,89.8467433,59.15492958,76.19750292,89.65517241,76.22641509,82.94079375,62.82655634,75.69721116
Cam Christie,Minnesota,2024,SG,SG,SF,SG,1,8,8,"6'4.5""",76.5,"8'5.5""",101.5,"6'8""",80,190.4,11.07,2.95,3.07,32.5,35.5,75.67114094,59.06040268,38.25503356,20.53872054,5.288461538,1.682692308,48.38132443,51.73745174,93.48659004,73.5915493,72.61202089,46.9348659,81.13207547,64.03347069,61.67560533,74.50199203
Cam Spencer,UConn,2024,SG,SG,PG,SG,1,8.5,9.75,"6'3""",75,"8'2.5""",98.5,"6'5""",77,201.8,11.07,3,3.35,23,30.5,23.15436242,13.42281879,4.026845638,50.84175084,42.54807692,79.32692308,22.86144442,51.73745174,13.79310345,62.32394366,32.76527759,4.406130268,0.7547169811,2.580423625,19.40238188,2.390438247
Carlton Carrington,Pittsburgh,2024,PG,PG,SG,PG,1,8.5,9.25,"6'3.75""",75.75,"8'3""",99,"6'8""",80,194.8,11.28,2.99,3.16,28.5,36.5,89.46629213,72.33146067,83.70786517,71.54929577,71.64179104,65.67164179,79.26372844,28.73015873,69.26751592,60.71428571,48.99883733,56.68789809,33.17460317,44.93125063,57.73127213,66.34304207
Cody Williams,Colorado,2024,SF,SF,SG-PF,SF,1,8.25,9,"6'6.5""",78.5,"8'7""",103,"7'1""",85,178.4,11.17,2.93,3.06,31,35.5,62.47086247,29.83682984,84.26573427,0.4662004662,12.3015873,26.58730159,44.25990676,59.43152455,97.15762274,80.29411765,78.29457364,54.37017995,70.10309278,62.23663637,61.59703892,77.83641161
Coleman Hawkins,Kansas State,2024,PF,PF,SF-C,PF,1,8.75,8.75,"6'8.25""",80.25,"8'11""",107,"7'0""",84,215.2,12.05,3.21,3.3,24,29.5,49.08675799,45.77625571,30.3652968,12.78538813,26.04651163,7.209302326,34.50342466,22.02531646,52.04081633,35.27131783,37.03306639,12.91139241,5.303030303,9.107211354,26.88123413,6.958762887
Dalton Knecht,Tennessee,2024,SF,SF,SG,SF,1,8.5,9.5,"6'5.25""",77.25,"8'7.5""",103.5,"6'9""",81,212.2,10.56,2.79,3.07,31,39,22.84382284,38.22843823,19.58041958,44.75524476,30.15873016,58.92857143,31.35198135,96.51162791,95.47803618,92.35294118,95.99483204,87.01799486,70.10309278,78.56054382,68.63578574,89.97361478
DaRon Holmes II,Dayton,2024,C,PF,C,PF,1,8.75,9,"6'8.75""",80.75,"9'0""",108,"7'1""",85,236.2,11.2,3.03,3.25,27.5,34,67.35159817,64.84018265,47.71689498,51.94063927,26.04651163,14.41860465,57.96232877,78.86075949,72.83163265,69.76744186,75.84619607,61.39240506,38.63636364,50.01438435,61.27430306,76.28865979
David Jones,Memphis,2024,SF,SF,SG,SF,1,8.5,9.5,"6'3.5""",75.5,"8'4""",100,"6'6.75""",78.75,211.2,11.08,3.3,3.2,28,34.5,0.5827505828,3.846153846,2.913752914,41.84149184,30.15873016,58.92857143,12.2960373,68.0878553,68.34625323,8.235294118,68.21705426,41.1311054,29.3814433,35.25627435,38.58978864,21.10817942
Devin Carter,Providence,2024,SG,SG,PG,SG,1,8.75,9,"6'2.25""",74.25,"8'2""",98,"6'8.75""",80.75,193,10.63,2.9,2.87,35,42,7.55033557,9.563758389,52.18120805,25.42087542,70.43269231,32.69230769,23.67904436,88.41698842,100,87.67605634,94.20849421,96.55172414,97.16981132,96.86076773,71.58276877,93.62549801
Dillon Jones,Weber State,2024,SF,SF,SG-PF,SF,1,9,9.25,"6'4.5""",76.5,"8'4.5""",100.5,"6'11""",83,236.8,11.08,2.82,3.25,26.5,33.5,6.41025641,6.060606061,53.14685315,93.47319347,74.8015873,42.65873016,39.77272727,68.0878553,50.7751938,90.29411765,59.43152455,31.10539846,14.30412371,22.70476108,40.63633763,25.06596306
Donovan Clingan,UConn,2024,C,C,,C,1,10,10.25,"7'1.75""",85.75,"9'7""",115,"7'6.75""",90.75,282,12.06,3.38,3.46,25.5,29,97.13541667,96.33507853,92.1875,93.75,96.4,67.2,94.8519988,36.79245283,33.96226415,14.11764706,35.37735849,22.64150943,28.93081761,25.78616352,52.0051736,56.32911392
Enrique Freeman,Akron,2024,PF,PF,C,PF,1,8.75,10,"6'7.25""",79.25,"9'0""",108,"7'2""",86,212,10.99,3.04,3.26,30.5,35,24.65753425,64.84018265,64.61187215,8.675799087,26.04651163,65.58139535,40.69634703,88.10126582,68.1122449,67.05426357,78.10675536,70.50632911,75.12626263,72.81629587,63.87313275,81.95876289
Harrison Ingram,North Carolina,2024,SF,SF,SG-PF,SF,1,9,10.25,"6'5.25""",77.25,"8'6.5""",102.5,"7'0.25""",84.25,233.6,11.36,2.94,3.17,29,35,22.84382284,22.49417249,74.70862471,90.44289044,74.8015873,92.65873016,52.62237762,45.09043928,77.26098191,77.94117647,61.17571059,48.20051414,43.04123711,45.62087563,53.13965461,56.99208443
Hunter Sallis,Wake Forest,2024,SG,SG,PG-SF,SG,1,8,9.5,"6'3.5""",75.5,"8'4.5""",100.5,"6'9.75""",81.75,179.4,10.82,3.16,3.11,29.5,36,37.58389262,38.25503356,70.63758389,4.882154882,5.288461538,63.94230769,37.83966624,76.06177606,86.01532567,24.29577465,81.03855087,53.25670498,46.41509434,49.83589966,56.23803892,64.94023904
Isaac Jones,Washington State,2024,C,PF,C,PF,1,9.25,10.25,"6'7.75""",79.75,"9'0""",108,"7'3""",87,235,11.49,3,3.38,29,35,35.95890411,64.84018265,78.31050228,49.31506849,75.58139535,78.8372093,57.10616438,56.70886076,30.73979592,76.74418605,43.72432834,70.50632911,60.22727273,65.36680092,55.39909788,60.82474227
Isaiah Collier,USC,2024,PG,PG,SG,PG,1,8.5,9,"6'2.5""",74.5,"8'1.5""",97.5,"6'4.75""",76.75,204.6,10.77,2.9,3.04,30,34,76.12359551,51.40449438,40.73033708,91.26760563,71.64179104,49.50248756,64.88150815,76.19047619,96.17834395,75,86.18441007,33.91719745,53.80952381,43.86336063,64.97642628,81.87702265
Izan Almansa,Perth,2024,C,C,PF,C,1,9.25,9.25,"6'9.25""",81.25,"9'2""",110,"7'1""",85,219.6,10.94,2.96,3.11,28,35,21.09375,45.02617801,14.84375,7.8125,56.4,15.2,22.1940445,96.85534591,98.74213836,79.41176471,97.79874214,81.44654088,59.74842767,70.59748428,63.53009031,79.74683544
Ja'Kobe Walter,Baylor,2024,SG,SG,PG-SF,SG,1,8.75,9.75,"6'4.25""",76.25,"8'6.5""",102.5,"6'10""",82,197.6,11,2.92,3.04,30.5,38.5,65.77181208,76.00671141,75,38.38383838,70.43269231,79.32692308,63.79059047,58.10810811,96.36015326,81.33802817,77.23413068,78.35249042,58.86792453,68.61020747,69.87830954,90.43824701
Jalen Bridges,Baylor,2024,SF,SF,SG-PF,SF,1,9,10,"6'6.75""",78.75,"8'9""",105,"6'10""",82,213.4,11.14,3,3.16,25,32,68.88111888,66.08391608,37.17948718,48.95104895,74.8015873,83.53174603,55.27389277,62.01550388,79.58656331,67.64705882,70.80103359,18.76606684,5.927835052,12.34695094,46.14062577,39.31398417
Jamal Shead,Houston,2024,PG,PG,SG,PG,1,8.25,8.75,"6'0.25""",72.25,"8'0""",96,"6'3""",75,200.8,10.87,2.87,2.94,30,37.5,31.46067416,32.7247191,20.08426966,86.47887324,44.27860697,33.08457711,42.68713404,67.46031746,99.52229299,81.42857143,83.49130523,68.94904459,53.80952381,61.3792842,62.51924115,76.69902913
Jamir Watkins,Florida State,2024,SF,SF,SG-PF,SF,1,9,9.5,"6'5""",77,"8'8""",104,"6'10.75""",82.75,211.6,10.64,3.16,3.01,30.5,35.5,17.13286713,47.2027972,49.18414918,43.35664336,74.8015873,58.92857143,39.21911422,94.05684755,99.2248062,32.05882353,96.64082687,54.37017995,63.65979381,59.01498688,64.95830932,86.01583113
Jared McCain,Duke,2024,SG,SG,PG,SG,1,8.25,9.5,"6'2""",74,"8'2""",98,"6'3.5""",75.5,203.2,10.87,3.07,3.23,25.5,33,4.530201342,9.563758389,1.677852349,55.05050505,17.06730769,63.94230769,17.70557928,72.58687259,45.97701149,46.83098592,59.28194204,19.15708812,5.660377358,12.40873274,29.79875135,9.561752988
Jaxson Robinson,Kentucky,2024,SG,SG,SF,SG,1,9,9.5,"6'4.75""",76.75,"8'7""",103,"6'11.25""",83.25,188.6,11.39,3.06,3.17,29.5,34,82.38255034,82.88590604,92.61744966,17.003367,88.46153846,63.94230769,68.72231826,27.99227799,68.3908046,48.23943662,48.19154129,28.5440613,46.41509434,37.47957782,51.46447913,52.98804781
Jaylen Wells,Washington State,2024,SF,SF,SG-PF,SF,1,8.25,9.25,"6'6.5""",78.5,"8'7.5""",103.5,"6'7.25""",79.25,206.2,11.28,3.03,3.08,27.5,36,62.47086247,38.22843823,5.361305361,26.92307692,12.3015873,42.65873016,33.24592075,51.1627907,93.92764858,62.94117647,72.54521964,59.76863753,23.96907216,41.86885485,49.21999841,45.38258575
Jaylon Tyson,Cal,2024,SF,SF,SG,SF,1,8.25,9.5,"6'5.5""",77.5,"8'6.5""",102.5,"6'8""",80,218.2,11.13,3.06,3.12,29.5,36.5,29.37062937,22.49417249,8.974358974,62.12121212,12.3015873,58.92857143,30.74009324,62.91989664,87.85529716,53.23529412,75.3875969,65.42416452,50,57.71208226,54.61325747,60.94986807
Jermaine Couisnard,Oregon,2024,SG,SG,PG,SG,1,,,"6'4.5""",76.5,"8'6""",102,"6'9.5""",81.5,205,11.74,3.366,3.295,28.5,,75.67114094,67.61744966,66.94630872,61.61616162,,,67.96276524,9.652509653,27.20306513,2.816901408,18.42778739,,33.39622642,,,
Jesse Edwards,West Virginia,2024,C,C,,C,1,9.25,10,"6'11.5""",83.5,"9'3""",111,"7'5""",89,236,11.24,3.23,3.33,30.5,35.5,75,60.9947644,75.52083333,31.77083333,56.4,50.4,60.82160777,91.19496855,68.86792453,37.64705882,80.03144654,84.59119497,80.81761006,82.70440252,74.51915227,96.83544304
Johnny Furphy,Kansas,2024,SF,SF,SG,SF,1,8,9.5,"6'7.5""",79.5,"8'8.5""",104.5,"6'8""",80,188.8,11.15,3.17,3.2,25.5,32,87.06293706,57.45920746,8.974358974,3.72960373,3.76984127,58.92857143,39.30652681,61.11111111,68.34625323,30,64.72868217,18.76606684,8.37628866,13.57117775,39.20212891,22.16358839
Jonathan Mogbo,San Francisco,2024,PF,PF,C,PF,1,8.75,8.75,"6'6.25""",78.25,"9'0.5""",108.5,"7'2""",86,217.2,11.14,3.07,3.02,31.5,37.5,8.561643836,73.28767123,64.61187215,15.29680365,26.04651163,7.209302326,40.43949772,84.43037975,100,60.07751938,92.21518987,91.13924051,83.45959596,87.29941823,73.31803527,96.13402062
JT Toppin,,2024,PF,PF,SF-C,PF,1,9.25,9.25,"6'7""",79,"8'10""",106,"7'0.5""",84.5,221,11.12,3.01,3.27,28.5,34,18.72146119,27.05479452,39.84018265,21.23287671,75.58139535,23.72093023,26.71232877,85.18987342,63.52040816,74.41860465,74.35514079,61.39240506,52.65151515,57.02196011,52.69647656,54.3814433
Juan Nunez,,2024,PG,PG,SG,PG,1,8.5,9.5,"6'4""",76,"8'6""",102,"6'6.5""",78.5,205.6,11.47,3.1,3.41,22,29,91.01123596,94.1011236,63.62359551,92.67605634,71.64179104,80.34825871,85.35300285,19.68253968,3.025477707,38.21428571,11.35400869,2.866242038,0.6349206349,1.750581337,32.81919763,15.53398058
Justin Edwards,Kentucky,2024,SF,SF,SG-PF,SF,1,8.75,8.75,"6'6""",78,"8'6.5""",102.5,"6'10""",82,209.4,12.07,3.22,3.18,28,32.5,46.03729604,22.49417249,37.17948718,36.24708625,52.57936508,14.28571429,35.48951049,7.364341085,74.28940568,18.82352941,40.82687339,22.36503856,29.3814433,25.87324093,34.06320827,13.72031662
Kel'el Ware,Indiana,2024,C,C,PF,C,1,9.5,10.25,"6'11.75""",83.75,"9'4.5""",112.5,"7'4.5""",88.5,230,10.97,2.91,3.29,32.5,36,80.20833333,80.89005236,69.53125,20.3125,78,67.2,62.73553392,96.22641509,75.47169811,88.23529412,85.8490566,87.10691824,92.45283019,89.77987421,79.45482158,100
Kenan Blackshear,Nevada,2024,SG,SG,PG,SG,1,,,"6'6.25""",78.25,"8'7.5""",103.5,"6'10""",82,233,11.054,3.183,3.313,27.5,,99.4966443,89.59731544,75,99.66329966,,,90.93931485,53.66795367,21.07279693,18.30985915,37.3703753,,22.0754717,,,
Keshad Johnson,Arizona,2024,PF,PF,SF-C,PF,1,9.25,10.75,"6'6.25""",78.25,"8'7""",103,"6'10.25""",82.25,224,11.38,3.02,3.03,31.5,42,8.561643836,3.767123288,8.333333333,27.96803653,75.58139535,93.25581395,12.15753425,64.17721519,99.74489796,72.48062016,81.96105657,100,83.45959596,91.72979798,61.94946293,77.57731959
Kevin McCullar Jr.,Kansas,2024,SF,SF,SG,SF,1,8.75,9.5,"6'5.25""",77.25,"8'7""",103,"6'9""",81,205.8,,,,,,22.84382284,29.83682984,19.58041958,25.29137529,52.57936508,58.92857143,24.38811189,,,,,,,,,
KJ Simpson,Colorado,2024,PG,PG,SG,PG,1,8.25,9.25,"6'0.25""",72.25,"7'9.5""",93.5,"6'4.5""",76.5,187,10.49,2.98,3.24,32.5,40.5,31.46067416,11.65730337,38.62359551,51.83098592,44.27860697,65.67164179,33.39313974,93.49206349,35.03184713,62.5,64.26195531,89.96815287,82.85714286,86.41264786,61.3559143,74.75728155
Kyle Filipowski,Duke,2024,PF,C,PF,C,1,8.75,9.5,"6'10.75""",82.75,"8'11""",107,"6'10.5""",82.5,229.8,11.43,2.93,3.19,27,32.5,57.03125,9.42408377,1.5625,19.27083333,13.2,26,21.82216678,78.93081761,92.45283019,84.11764706,85.6918239,61.00628931,47.16981132,54.08805031,53.867347,59.49367089
Kyshawn George,Miami,2024,SF,SF,SG-PF,SF,1,9,10.25,"6'7""",79,"8'9""",105,"6'10.25""",82.25,208.8,11.9,2.91,3.32,27,32,75.29137529,66.08391608,43.58974359,34.03263403,74.8015873,92.65873016,54.74941725,12.53229974,29.97416021,82.94117647,21.25322997,18.76606684,18.29896907,18.53251796,31.51172173,10.55408971
Mark Sears,Alabama,2024,PG,PG,,PG,1,8,8.5,"5'10.25""",70.25,"7'8""",92,"6'2""",74,192.4,11.96,3.26,3.33,32,39,7.865168539,4.213483146,10.81460674,65.21126761,20.14925373,20.14925373,22.02613151,4.603174603,10.1910828,9.285714286,7.397128703,81.52866242,78.73015873,80.12941058,36.51755693,21.3592233
Matas Buzelis,G League Ignite,2024,SF,PF,SF,PF,1,8.5,9.25,"6'8.75""",80.75,"8'9.5""",105.5,"6'10""",82,197,10.73,2.9,3.09,31,38,67.35159817,20.89041096,6.735159817,1.712328767,10.46511628,23.72093023,24.17237443,95.44303797,98.46938776,86.82170543,96.95621286,94.55696203,79.29292929,86.92494566,69.35117765,92.01030928
Melvin Ajinca,Saint-Quentin,2024,SF,SF,SG,SF,1,8.5,9.75,"6'7.25""",79.25,"8'10.5""",106.5,"6'7.5""",79.5,213.8,11.78,3,3.38,26.5,31,81.7016317,85.66433566,6.526806527,49.65034965,30.15873016,73.01587302,55.88578089,16.40826873,16.02067183,67.64705882,16.21447028,10.79691517,14.30412371,12.55051944,28.21692354,6.332453826
Michael Ajayi,,2024,SF,SF,SG-PF,SF,1,9.5,9.75,"6'5.75""",77.75,"8'10.5""",106.5,"7'0.75""",84.75,227.8,11.77,3.17,3.21,27,34.5,37.06293706,85.66433566,81.46853147,82.16783217,97.42063492,73.01587302,71.59090909,17.44186047,64.47028424,30,40.95607235,41.1311054,18.29896907,29.71503724,47.42067289,41.16094987
N'Faly Dante,Oregon,2024,C,C,PF,C,1,9.25,10,"6'10""",82,"9'3""",111,"7'6""",90,260.2,11.55,3.04,3.23,27,33,33.33333333,60.9947644,85.9375,80.72916667,56.4,50.4,65.2486911,69.81132075,85.53459119,57.64705882,77.67295597,67.29559748,47.16981132,57.2327044,66.71811716,86.07594937
Nae'Qwan Tomlin,Memphis,2024,PF,PF,C,PF,1,9,10,"6'8.25""",80.25,"9'1""",109,"7'2.5""",86.5,205,11.63,3.54,3.43,27.5,32.5,49.08675799,81.05022831,72.48858447,4.109589041,50.69767442,65.58139535,51.68378995,46.20253165,21.81122449,2.325581395,34.00687807,44.55696203,38.63636364,41.59666283,42.42911028,30.41237113
Nikola Djurisic,KK Mega Basket,2024,SF,SF,SG,SF,1,8.5,10,"6'7""",79,"8'6.5""",102.5,"6'8""",80,208.8,10.63,2.92,3.12,27.5,34.5,75.29137529,22.49417249,8.974358974,34.03263403,30.15873016,83.53174603,35.1981352,94.96124031,87.85529716,81.47058824,91.40826873,41.1311054,23.96907216,32.55008878,53.05216424,55.93667546
Nikola Topic,KK Crvena Zvezda,2024,PG,PG,SG,PG,1,8,9,"6'5.75""",77.75,"8'6""",102,"6'5.5""",77.5,203,,,,,,98.73595506,94.1011236,49.71910112,89.43661972,20.14925373,49.50248756,82.99819987,,,,,,,,,
Nique Clifford,Colorado State,2024,SF,SF,PF,SF,1,8,9,"6'5""",77,"8'6""",102,"6'8""",80,198.6,10.95,3.1,3.08,30,37,17.13286713,16.66666667,8.974358974,15.03496503,3.76984127,26.58730159,14.45221445,79.06976744,93.92764858,44.11764706,86.49870801,71.20822622,56.44329897,63.8257626,54.92556169,62.00527704
Oso Ighodaro,Marquette,2024,C,PF,C,PF,1,9,10,"6'9.5""",81.5,"8'8.5""",104.5,"6'11""",83,222,11.25,3.12,3.09,35,39.5,87.10045662,11.41552511,16.66666667,23.40182648,50.69767442,65.58139535,34.64611872,74.05063291,98.46938776,48.0620155,86.26001033,98.2278481,99.24242424,98.73513617,73.21375508,95.87628866
