Name,Draft Year,Class,Team,Role,Position,Pre-NBA,League,SOS,Age,Height (in),Height,Wingspan (in),Wingspan,Wing - Height,Weight (lbs),Physical Score,bSPARQ Per.,Combine Score,Athleticism,Freak Athlete,Athletic Tier,PTS,REB,ORB%,DRB%,TRB%,AST,TOV,AST/TOV,AST%,TOV%,AST%/TOV%,STL,BLK,Stocks,STL%,BLK%,Stocks %,Team DRtg,DRtg,DRtg +/-,PER,PER/Age,Age_Adj_PER,WS/40,[WS/40]/Age,BPM,Age_Adj_BPM,FTr,FT%,FT Rating,3PAr,3P%,3PM/G,3PM x 3P%,3P Rating,Shooter,eFG%,TS%,PProd,USG%,PTS/USG%,AST/USG%,TOV/USG%,AST%/USG%,TOV%/USG%,NCAAM,International,Euro,NBL,Americas,Other,G League,OE,Y1 Rotation,EPM_Y1,EPM_Y2,EPM_Y3,EPM_Y4,EPM_Y5,AVG EPM,Tier,Top 3 Pick,Lottery Pick,G Played Issue,Missing Data
De'Andre Hunter,2019,Sophomore,ATL,Wing,3,Virginia,ACC,10.15,21.6,79,"6'7""",86,"7'2""",7,223,0.656,0.5,0.5,0.500,0,0.50,15.5,5.4,5.6,13.3,9.7,2.0,1.5,1.36,13.2,9.6,1.37,0.6,0.7,1.3,1.2,2.6,3.8,91.3,94.9,-3.6,24.3,1.13,0.26,0.237,0.011,11.19,10.71,0.398,0.783,0.5,0.266,0.438,1.2,0.5256,0.75,0.6875,0.57,0.61,541,24.62,0.63,0.082,0.060,0.535,0.391,1,0,0,0,0,0,0,0,1,-2.90464,1.88716,-1.60662,-0.776456,-1.03276,-0.887,Solid Rotation,0,1,,
Darius Garland,2019,Freshman,CLE,Guard,1,Vanderbilt,SEC,7.79,19.4,75,"6'3""",77,"6'5""",2,173,0.414,0.5,0.5,0.500,0,0.50,17.2,3.8,1.6,13.7,7.7,2.9,3.0,0.97,27.3,20.3,1.35,0.9,0.4,1.3,1.8,1.5,3.3,104.6,106.3,-1.7,23.6,1.22,0.44,0.148,0.008,,,0.296,0.75,0.5,0.426,0.478,2.2,1.0516,1,0.875,0.65,0.67,71,28,0.61,0.104,0.107,0.976,0.724,1,0,0,0,0,0,0,0,1,-4.26755,-0.953343,2.96202,3.42549,-0.154023,0.203,Fringe All-Star,0,1,1,
Jarrett Culver,2019,Sophomore,MIN,Wing,2.5,Texas Tech,Big 12,9.53,20.3,77.25,"6'5.25""",81.5,"6'9.5""",4.25,194,0.227,0.5,0.5,0.500,0,0.50,19.6,6.5,5.6,17.3,11.8,4.0,2.7,1.44,27.2,13.7,1.98,1.6,0.6,2.2,2.9,2.2,5.1,87.4,86.7,0.7,25.1,1.24,0.42,0.222,0.011,11.91,12.59,0.377,0.707,0.5,0.292,0.304,1.3,0.3952,0.5,0.5,0.51,0.55,711,32.7,0.60,0.121,0.084,0.832,0.419,1,0,0,0,0,0,0,0,1,-2.79745,-3.42385,-3.90411,,,-3.375,Fringe NBA,0,1,,
Coby White,2019,Freshman,CHI,Guard,1.5,North Carolina,ACC,11.35,19.3,76.75,"6'4.75""",77,"6'5""",0.25,191,0.59,0.75,0.75,0.750,0,0.75,18.3,3.7,1.3,11.3,6.4,4.6,2.8,1.68,26.8,15.5,1.73,1.3,0.3,1.6,2.2,1.4,3.6,96.1,98.9,-2.8,19.2,0.99,0.22,0.165,0.009,8.6,10.24,0.293,0.8,0.75,0.523,0.353,2.3,0.8119,0.5,0.5625,0.53,0.57,538,27.7,0.66,0.168,0.100,0.968,0.561,1,0,0,0,0,0,0,0,1,-3.4884,-1.43707,-1.57387,-0.660459,-0.235651,-1.479,Solid Rotation,0,1,,
Jaxson Hayes,2019,Freshman,NO,Big,5,Texas,Big 12,11.46,19.1,83.5,"6'11.5""",87.5,"7'3.5""",4,219,0.474,0.138,0.5,0.283,0,0.50,12.7,6.0,8.7,16.3,12.5,0.8,1.0,0.73,4.8,12.0,0.40,0.7,2.5,3.2,1.5,11.1,12.6,99,95.6,3.4,27,1.41,0.65,0.230,0.012,10.75,11.76,0.592,0.74,0.5,0,0,0,0,0,0.125,0.73,0.74,280,19.04,0.67,0.039,0.054,0.253,0.629,1,0,0,0,0,0,0,0,1,-1.32315,0.171616,-0.08898,-2.61506,-2.84967,-1.341,Bench Reserve,0,1,,
Rui Hachimura,2019,Junior,WAS,Wing,3.5,Gonzaga,WCC,5.01,21.4,80,"6'8""",86,"7'2""",6,225,0.733,0.5,0.5,0.500,0,0.50,18.7,6.0,5.9,16.8,12.1,1.3,1.7,0.77,8.2,10.6,0.77,0.9,0.6,1.5,1.7,2.2,3.9,90.4,91.6,-1.2,28.6,1.34,0.48,0.264,0.012,9.02,8.7,0.477,0.739,0.5,0.077,0.417,0.4,0.1668,0.25,0.3125,0.6,0.64,644,27.45,0.68,0.049,0.063,0.300,0.387,1,0,0,0,0,0,0,0,1,-2.32374,-1.51211,-2.07974,-1.25836,-0.0736307,-1.450,Solid Rotation,0,1,,
Cam Reddish,2019,Freshman,ATL,Wing,3,Duke,ACC,11.98,19.8,80,"6'8""",84.5,"7'0.5""",4.5,208,0.604,0.5,0.5,0.500,0,0.50,15.7,4.8,2,11.1,6.7,2.3,2.8,0.82,12.8,16.9,0.76,1.7,0.7,2.4,3.0,2.3,5.3,92.3,95.1,-2.8,13.6,0.69,-0.11,0.113,0.006,5.16,6.11,0.264,0.772,0.5,0.618,0.333,2.5,0.8325,0.5,0.5,0.47,0.51,447,26.59,0.59,0.087,0.106,0.481,0.637,1,0,0,0,0,0,0,0,1,,-2.63114,-3.37897,-2.57397,-2.41227,-2.749,Bench Reserve,0,1,,
Cameron Johnson,2019,Senior,PHX,Wing,3,North Carolina,ACC,11.35,23.3,80.5,"6'8.5""",82,"6'10""",1.5,205,0.505,0.544,0.5,0.518,0,0.50,16.2,5.9,6.5,12.7,9.7,2.2,1.6,1.38,12.9,9.0,1.44,1.3,0.4,1.7,2.2,1.4,3.6,96.1,98.2,-2.1,24.9,1.07,0.14,0.229,0.010,13.46,11.63,0.264,0.818,0.75,0.504,0.457,2.7,1.2339,1,0.9375,0.6,0.63,545,22.36,0.72,0.099,0.072,0.578,0.402,1,0,0,0,0,0,0,0,1,-0.681734,0.0475992,1.74769,3.63542,0.294208,1.009,Quality Starter,0,1,,
P.J. Washington,2019,Sophomore,CHA,Wing,4,Kentucky,SEC,10.29,20.8,80,"6'8""",86.5,"7'2.5""",6.5,230,0.776,0.177,0.5,0.371,0,0.50,16.2,8.1,10,20.0,15.3,1.9,2.1,0.93,14.0,13.3,1.05,0.8,1.3,2.1,1.7,5.0,6.7,95.5,93.9,1.6,26,1.25,0.42,0.223,0.011,11.31,11.47,0.489,0.663,0.25,0.214,0.423,0.9,0.3807,0.75,0.625,0.57,0.59,508,26.54,0.61,0.073,0.078,0.528,0.502,1,0,0,0,0,0,0,0,1,-1.05029,-0.223463,-0.0916335,-1.2652,-1.03525,-0.733,Solid Rotation,0,1,,
Tyler Herro,2019,Freshman,MIA,Guard,1.5,Kentucky,SEC,10.29,19.4,78,"6'6""",75.25,"6'3.25""",-2.75,192,0.603,0.5,0.5,0.500,0,0.50,15.8,4.7,1.6,13.9,8.2,2.9,1.7,1.77,17.1,12.0,1.43,1.3,0.3,1.6,2.2,1.1,3.4,95.5,98.1,-2.6,19.4,1.00,0.22,0.181,0.009,9.33,10.88,0.231,0.935,1,0.419,0.355,1.6,0.568,0.5,0.625,0.55,0.60,479,22,0.72,0.133,0.075,0.779,0.545,1,0,0,0,0,0,0,0,1,-2.01149,-1.89637,0.434384,0.822862,1.53798,-0.223,Fringe All-Star,0,1,,
Romeo Langford,2019,Freshman,BOS,Wing,2.5,Indiana,Big 10,10.1,19.7,76.5,"6'4.5""",83,"6'11""",6.5,202,0.278,0.5,0.5,0.500,0,0.50,18.1,5.6,4.8,12.8,8.9,2.7,2.2,1.24,16.0,12.4,1.29,1.0,0.8,1.8,1.5,2.7,4.2,97.9,100.9,-3,19.9,1.01,0.22,0.148,0.008,6.9,8.16,0.491,0.722,0.5,0.316,0.272,1.1,0.2992,0.25,0.3125,0.5,0.56,508,26.7,0.68,0.100,0.081,0.597,0.463,1,0,0,0,0,0,0,0,1,-3.79443,-4.15484,-1.95897,-3.37904,,-3.322,Fringe NBA,0,1,,
Sekou Doumbouya,2019,International,DET,Wing,3.5,Limoges CSP,French LNB Pro A,18.24,18.5,81,"6'9""",83,"6'11""",2,230,0.679,0.5,0.5,0.500,0,0.50,12.3,5.4,6.2,16.5,11.5,1.5,1.5,1.02,11.0,16.2,0.68,1.0,0.8,1.8,2.5,3.7,6.2,114.1,111.4,2.7,13,0.70,-0.04,,,1.48,3.47,0.177,0.756,0.5,0.396,0.315,0.7,0.2205,0.25,0.3125,0.57,0.59,,23.59,0.52,0.065,0.064,0.467,0.686,0,1,1,0,0,0,0,0,1,-5.43215,-4.44189,,,,-4.937,Fringe NBA,0,0,,
Chuma Okeke,2019,Sophomore,ORL,Wing,3.5,Auburn,SEC,10.92,20.8,80,"6'8""",84,"7'0""",4,235,0.68,0.5,0.5,0.500,0,0.50,13.1,7.5,10.7,16.9,13.7,2.0,1.8,1.13,13.5,14.6,0.92,1.9,1.3,3.2,3.7,5.8,9.5,98.4,95.2,3.2,24.5,1.18,0.35,0.200,0.010,11.6,11.76,0.265,0.722,0.5,0.419,0.387,1.4,0.5418,0.5,0.5,0.58,0.60,470,20.84,0.63,0.098,0.086,0.648,0.702,1,0,0,0,0,0,0,0,1,,-1.75443,-2.14615,-3.12091,-3.87948,-2.725,Bench Reserve,0,0,,
Nickeil Alexander-Walker,2019,Sophomore,NO,Guard,1.5,Virginia Tech,ACC,7.79,20.8,77.5,"6'5.5""",81.5,"6'9.5""",4,204,0.835,0.5,0.5,0.500,0,0.50,16.4,4.1,1.8,13.0,7.6,4.1,2.9,1.40,24.9,17.2,1.45,1.9,0.5,2.4,3.4,2.3,5.7,95.6,94.6,1,21.9,1.05,0.22,0.189,0.009,8.94,9.13,0.359,0.778,0.5,0.387,0.374,1.7,0.6358,0.75,0.6875,0.55,0.59,543,26.6,0.62,0.152,0.109,0.938,0.647,1,0,0,0,0,0,0,0,1,-3.64407,-1.53519,-2.73677,0.146774,1.65026,-1.224,Solid Rotation,0,0,,
Goga Bitadze,2019,International,IND,Big,5,KK Budućnost,Adriatic ABA,19.1,19.9,83.5,"6'11.5""",86,"7'2""",2.5,250,0.511,0.5,0.5,0.500,0,0.50,18.1,8.7,9.8,23.8,16.8,1.8,2.2,0.80,12.5,13.7,0.91,0.6,2.7,3.3,1.3,10.7,12.0,108.2,103.6,4.6,23.3,1.17,0.37,,,4.97,5.55,0.713,0.679,0.25,0.217,0.4,0.7,0.28,0.1,0.1375,0.62,0.65,,27.52,0.66,0.064,0.080,0.455,0.499,0,1,1,0,0,0,0,0,1,-3.06667,-1.72384,-0.406892,-0.861947,0.993969,-1.013,Solid Rotation,0,0,,
Luka Samanic,2019,International,SA,Wing,4,KK Olimpija,Adriatic ABA,19.1,19.4,83,"6'11""",82.5,"6'10.5""",-0.5,227,0.775,0.221,0.747,0.537,0,0.50,12.6,7.2,8.1,25.3,16.9,1.7,1.7,0.98,13.1,16.9,0.77,0.7,0.7,1.4,1.6,3.0,4.6,111.7,108.2,3.5,15.43,0.80,0.02,,,2.94,4.21,0.436,0.722,0.5,0.277,0.338,0.6,0.2028,0.25,0.3125,0.55,0.59,,24.75,0.51,0.068,0.069,0.530,0.684,0,1,1,0,0,0,0,0,0,,-2.85614,,,-4.68309,-3.770,Fringe NBA,0,0,,
Matisse Thybulle,2019,Senior,PHI,Wing,2.5,Washington,PAC 12,7.01,22.3,77,"6'5""",83.5,"6'11.5""",6.5,190,0.274,0.5,0.5,0.500,0,0.50,8.0,2.7,3,8.7,5.8,1.9,1.8,1.06,12.4,17.3,0.72,2.5,1.4,3.9,6.7,8.4,15.1,95.8,88,7.8,19.9,0.89,0.00,0.154,0.007,11.52,10.49,0.248,0.851,0.5,0.559,0.305,1.3,0.3965,0.25,0.3125,0.49,0.53,333,16.91,0.47,0.112,0.105,0.734,1.022,1,0,0,0,0,0,0,0,1,-0.110128,0.650121,0.490444,-0.504044,-1.97384,-0.289,Solid Rotation,0,0,,
Brandon Clarke,2019,Junior,MEM,Big,4.5,Gonzaga,WCC,5.01,22.8,80,"6'8""",80.25,"6'8.25""",0.25,207,0.05,0.878,0.925,0.906,0,1.00,14.8,7.8,13.9,19.6,17.1,1.6,1.4,1.11,10.5,11.2,0.94,1.2,3.0,4.1,2.3,11.0,13.3,90.4,84,6.4,37.2,1.63,0.72,0.337,0.015,15.87,14.91,0.42,0.694,0.25,0.04,0.267,0.1,0.0267,0.1,0.1375,0.69,0.70,603,22.47,0.66,0.070,0.063,0.468,0.497,1,0,0,0,0,0,0,0,1,1.11072,-0.113514,2.14378,-0.138991,-0.825572,0.435,Solid Rotation,0,0,,
Grant Williams,2019,Junior,BOS,Wing,3.5,Tennessee,SEC,10.16,20.6,79.5,"6'7.5""",81.75,"6'9.75""",2.25,240,0.563,0.269,0.128,0.184,0,0.25,19.9,8.0,8.5,17.5,13.4,3.4,2.3,1.48,19.5,13.5,1.44,1.1,1.6,2.7,2.0,5.6,7.6,98.7,96.3,2.4,30.6,1.49,0.66,0.267,0.013,13.09,13.41,0.627,0.819,0.75,0.111,0.326,0.4,0.1304,0.25,0.375,0.59,0.65,686,27.07,0.73,0.125,0.084,0.719,0.500,1,0,0,0,0,0,0,0,1,-2.35606,-2.79048,-0.752726,-1.07777,-2.3246,-1.860,Bench Reserve,0,0,,
Ty Jerome,2019,Junior,PHX,Guard,1.5,Virginia,ACC,10.15,21.9,77.5,"6'5.5""",76,"6'4""",-1.5,194,0.622,0.253,0.15,0.191,0,0.25,14.1,4.4,1.8,13.1,7.8,5.4,1.7,3.30,32.3,11.1,2.93,1.6,0.0,1.6,3.0,0.1,3.1,91.3,92.2,-0.9,19.7,0.90,0.02,0.228,0.010,11.91,11.04,0.222,0.736,0.5,0.484,0.399,2.1,0.8379,0.75,0.6875,0.52,0.55,547,24,0.59,0.227,0.069,1.347,0.460,1,0,0,0,0,0,0,0,1,-4.06835,-1.51554,-0.624724,-2.69286,,-2.225,Solid Rotation,0,0,,
Nassir Little,2019,Freshman,POR,Wing,3,North Carolina,ACC,11.35,19.4,78,"6'6""",85.25,"7'1.25""",7.25,224,0.572,0.858,0.681,0.752,0,0.75,12.3,5.6,9.2,17.3,13.2,1.2,1.4,0.84,8.6,13.6,0.63,0.6,0.6,1.2,1.6,3.6,5.2,96.1,96.8,-0.7,20,1.03,0.25,0.163,0.008,5.66,6.93,0.365,0.77,0.5,0.19,0.269,0.4,0.1076,0.25,0.3125,0.52,0.57,323,26.35,0.47,0.045,0.054,0.327,0.517,1,0,0,0,0,0,0,0,1,-2.7055,-4.43262,-0.611466,-3.77058,-3.10745,-2.926,Bench Reserve,0,0,,
Dylan Windler,2019,Senior,CLE,Wing,3,Belmont,OVC,-2.6,22.7,79.5,"6'7.5""",82,"6'10""",2.5,196,0.393,0.255,0.66,0.498,0,0.50,17.2,8.7,6.8,26.9,17.5,1.8,1.8,1.01,9.9,11.5,0.86,1.3,0.3,1.6,2.2,0.8,3.0,98.8,94.7,4.1,23,1.01,0.11,0.262,0.012,8.79,7.44,0.304,0.847,0.75,0.518,0.429,3,1.287,1,0.9375,0.63,0.66,636,22.95,0.75,0.079,0.079,0.432,0.500,1,0,0,0,0,0,0,0,0,,-3.73974,-2.02423,,,-2.882,Fringe NBA,0,0,,
Mfiondu Kabengele,2019,Sophomore,LAC,Big,4.5,Florida State,ACC,9.38,21.8,82.25,"6'10.25""",87,"7'3""",4.75,256,0.495,0.729,0.846,0.799,0,0.75,13.1,6.1,11.5,20.1,15.8,0.3,1.4,0.22,3.2,10.2,0.32,0.6,1.6,2.1,1.5,8.5,10.0,95.3,92.9,2.4,26.3,1.21,0.33,0.242,0.011,9.9,9.48,0.55,0.761,0.5,0.199,0.369,0.6,0.2214,0.25,0.3125,0.59,0.59,444,28.51,0.46,0.011,0.048,0.114,0.356,1,0,0,0,0,0,0,0,0,,-3.61624,,,,-3.616,Fringe NBA,0,0,,
Jordan Poole,2019,Sophomore,GS,Guard,1.5,Michigan,Big 10,10.55,20,77.5,"6'5.5""",78.75,"6'6.75""",1.25,191,0.681,0.133,0.244,0.200,0,0.25,14.3,3.2,0.8,9.3,5.2,2.5,1.6,1.61,14.6,12.1,1.20,1.3,0.2,1.5,2.2,0.7,2.9,89.2,93.2,-4,16.9,0.85,0.04,0.160,0.008,7.67,8.64,0.244,0.833,0.75,0.55,0.369,2,0.738,0.75,0.75,0.55,0.58,431,21.6,0.66,0.116,0.072,0.675,0.562,1,0,0,0,0,0,0,0,1,-4.17053,0.255347,1.41719,-0.467121,-2.56498,-1.106,Solid Rotation,0,0,,
Keldon Johnson,2019,Freshman,SA,Wing,2.5,Kentucky,SEC,10.29,19.8,78,"6'6""",81.25,"6'9.25""",3.25,216,0.346,0.75,0.75,0.750,0,0.75,15.3,6.7,5.5,16.9,11.5,1.9,1.7,1.14,12.1,12.3,0.98,0.8,0.3,1.1,1.5,0.8,2.3,95.5,98.3,-2.8,18.5,0.93,0.14,0.171,0.009,7.11,8.06,0.416,0.703,0.5,0.316,0.381,1.2,0.4572,0.5,0.5,0.53,0.57,466,23.59,0.65,0.081,0.071,0.513,0.523,1,0,0,0,0,0,0,0,1,-0.166454,-1.98552,0.488403,-0.976597,-1.36611,-0.801,Bench Reserve,0,0,,
Kevin Porter Jr.,2019,Freshman,CLE,Guard,2.5,USC,PAC 12,4.96,19.1,76,"6'4""",81,"6'9""",5,213,0.799,0.291,0.597,0.475,0,0.50,9.6,3.9,4.8,15.0,10.0,1.7,1.9,0.91,13.3,19.2,0.69,0.8,0.5,1.3,2.1,2.6,4.7,101.3,101,0.3,16.2,0.85,0.08,0.100,0.005,2.89,4.73,0.293,0.522,0.25,0.433,0.412,1.3,0.5356,0.75,0.625,0.58,0.58,,22.7,0.42,0.074,0.081,0.586,0.846,1,0,0,0,0,0,0,0,1,-4.84599,-2.26535,-1.30759,0.0809092,,-2.085,Bench Reserve,0,0,,
Nic Claxton,2019,Sophomore,BKN,Big,5,Georgia,SEC,8.12,20.2,83.75,"6'11.75""",86.5,"7'2.5""",2.75,217,0.421,0.54,0.791,0.691,0,0.75,13.9,8.8,8.4,20.6,14.9,1.9,2.1,0.90,12.9,14.9,0.87,1.1,2.6,3.7,1.9,8.1,10.0,104.9,99.5,5.4,19.6,0.97,0.16,0.137,0.007,5.59,6.01,0.644,0.641,0.25,0.215,0.281,0.6,0.1686,0.1,0.1375,0.49,0.53,414,22.66,0.61,0.084,0.094,0.571,0.656,1,0,0,0,0,0,0,0,0,-2.3,0.5,0.247083,2.83039,-0.115337,0.232,Solid Rotation,0,0,,
KZ Okpala,2019,Sophomore,MIA,Wing,3,Stanford,PAC 12,5.13,20.1,81.5,"6'9.5""",85.75,"7'1.75""",4.25,210,0.711,0.617,0.814,0.735,0,0.75,16.9,5.5,4.1,15.2,9.8,2.1,2.8,0.73,13.2,16.2,0.81,1.0,0.4,1.4,1.7,1.2,2.9,99.6,101.2,-1.6,15,0.75,-0.06,0.123,0.006,2.84,3.56,0.471,0.671,0.25,0.237,0.368,1.1,0.4048,0.5,0.4375,0.52,0.55,457,26.85,0.63,0.077,0.105,0.490,0.603,1,0,0,0,0,0,0,0,0,,-4.57394,-3.01875,-3.38539,,-3.659,Fringe NBA,0,0,,
Carsen Edwards,2019,Junior,BOS,Guard,1,Purdue,Big 10,11.99,21.3,72.25,"6'0.25""",78.25,"6'6.25""",6,199,0.408,0.635,0.463,0.532,0,0.50,25.7,3.9,1.3,10.6,6.0,3.1,3.2,0.96,19.0,11.4,1.66,1.4,0.3,1.7,2.5,1.1,3.5,100.4,103.4,-3,21.2,1.00,0.14,0.176,0.008,9.2,8.91,0.314,0.837,0.75,0.541,0.355,3.8,1.349,0.75,0.75,0.49,0.54,787,38.3,0.67,0.080,0.083,0.496,0.298,1,0,0,0,0,0,0,0,1,-3.88521,-2.10804,-3.18776,,,-3.060,Fringe NBA,0,0,,
Bruno Fernando,2019,Sophomore,ATL,Big,5,Maryland,Big 10,10.09,20.8,82,"6'10""",87.25,"7'3.25""",5.25,237,0.449,0.635,0.857,0.768,0,0.75,14.5,11.1,12,27.4,20.2,2.1,2.9,0.74,15.3,21.2,0.72,0.6,2.0,2.6,1.3,7.3,8.6,98.4,92.1,6.3,25.1,1.21,0.37,0.214,0.010,10.42,10.53,0.509,0.779,0.5,0.035,0.3,0.1,0.03,0,0.125,0.61,0.65,463,23.24,0.62,0.092,0.124,0.657,0.910,1,0,0,0,0,0,0,0,1,-2.81423,-5.46964,,-2.88604,-3.73619,-3.727,Fringe NBA,0,0,,
Didi Louzada,2019,International,NO,Wing,2.5,Franca,Brazilian NBB,4.6,20.4,77,"6'5""",78.75,"6'6.75""",1.75,185,0.05,0.5,0.5,0.500,0,0.50,9.9,3.3,4.7,12.9,9.0,1.6,1.1,1.55,9.0,12.3,0.73,0.4,0.3,0.7,1.9,0.3,2.1,107.2,107.9,-0.7,17.8,0.87,0.06,,,-0.84,-0.26,0.281,0.735,0.5,0.471,0.37,1.5,0.555,0.75,0.6875,0.6,0.54,,21.3,0.47,0.077,0.049,0.423,0.576,0,1,0,0,1,0,0,0,0,,,-3.23945,,,-3.239,Fringe NBA,0,0,,
Cody Martin,2019,Senior,CHA,Wing,2.5,Nevada,Mountain West,2.68,23.7,77.5,"6'5.5""",82.25,"6'10.25""",4.75,192,0.26,0.301,0.5,0.420,0,0.50,8.5,3.1,3.1,10.4,6.8,4.3,1.8,2.41,22.6,14.6,1.55,1.3,0.6,1.9,2.1,1.8,3.9,94.4,96.1,-1.7,18.7,0.79,-0.16,0.185,0.008,6.27,4.12,0.324,0.763,0.5,0.318,0.358,1,0.358,0.5,0.5,0.54,0.57,458,15.7,0.54,0.271,0.112,1.441,0.929,1,0,0,0,0,0,0,0,1,-2.35195,-2.58614,-1.37269,,-1.36587,-1.919,Bench Reserve,0,0,,
Deividas Sirvydis,2019,International,DET,Wing,3,Rytas Vilnius,Lithuanian LKL,7.91,19,80,"6'8""",79,"6'7""",-1,190,0.276,0.5,0.5,0.500,0,0.50,7.2,2.5,4.2,14.3,9.2,1.0,0.6,1.56,11.9,11.9,1.00,0.1,0.0,0.1,1.8,0.6,2.4,109.6,111.8,-2.2,13.5,0.71,-0.05,,,0.5,2.09,0.225,0.774,0.5,0.709,0.364,1.1,0.4004,0.5,0.5,0.57,0.60,,18.42,0.39,0.052,0.033,0.648,0.648,0,1,1,0,0,0,0,0,0,,-3.53343,,,,-3.533,Fringe NBA,0,0,,
Daniel Gafford,2019,Sophomore,CHI,Big,5,Arkansas,SEC,8.78,20.7,83,"6'11""",86.5,"7'2.5""",3.5,238,0.47,0.903,0.948,0.930,1,1.00,17.6,9.0,11.1,22.5,16.8,0.9,2.4,0.35,6.5,15.5,0.42,0.9,2.1,3.0,1.8,8.8,10.6,100.1,95.7,4.4,27.8,1.34,0.51,0.199,0.010,8.5,8.66,0.596,0.591,0,0,0,0,0,0,0,0.66,0.65,469,26.39,0.67,0.032,0.092,0.247,0.586,1,0,0,0,0,0,0,0,1,-1.77835,0.0117167,0.011612,-0.133974,1.21927,-0.134,Quality Starter,0,0,,
Alen Smailagic,2019,G League,GS,Big,4.5,Santa Cruz Warriors,G League,20.69,18.8,82,"6'10""",86,"7'2""",4,215,0.344,0.5,0.5,0.500,0,0.50,12.8,5.7,13,12.3,12.7,1.6,1.6,0.98,11.9,15.0,0.79,1.1,1.4,2.5,2.4,6.3,8.7,102,101,1,19.4,1.03,0.28,0.154,0.008,5.8,6.97,0.398,0.659,0.25,0.241,0.244,0.4,0.0976,0.25,0.25,0.53,0.56,,25.4,0.50,0.063,0.064,0.469,0.592,0,0,0,0,0,1,1,0,0,-1.5061,,,,,-1.506,Fringe NBA,0,0,,
Justin James,2019,Senior,SAC,Wing,2.5,Wyoming,Mountain West,0.19,22.4,79,"6'7""",85,"7'1""",6,190,0.478,0.5,0.5,0.500,0,0.50,19.0,7.0,3.2,22.0,12.9,3.9,4.0,0.97,30.1,16.0,1.88,1.4,0.4,1.8,2.1,1.0,3.1,106.9,104,2.9,20.1,0.90,0.00,0.096,0.004,1.6,0.49,0.485,0.741,0.5,0.303,0.296,1.6,0.4736,0.25,0.3125,0.44,0.50,737,33.59,0.57,0.115,0.119,0.897,0.477,1,0,0,0,0,0,0,0,1,-2.45599,-3.34386,,,,-2.900,Fringe NBA,0,0,,
Eric Paschall,2019,Senior,GS,Wing,4,Villanova,Big East,7.97,22.6,79.25,"6'7.25""",83.75,"6'11.75""",4.5,254,0.695,0.999,0.688,0.812,0,0.75,15.3,5.9,4.2,15.7,9.9,1.8,2.3,0.80,11.8,12.8,0.92,0.7,0.5,1.2,1.2,1.6,2.8,102.5,104.6,-2.1,17.8,0.79,-0.12,0.143,0.006,4.86,3.59,0.415,0.746,0.5,0.461,0.348,1.9,0.6612,0.5,0.5,0.51,0.55,556,24.56,0.62,0.075,0.094,0.480,0.522,1,0,0,0,0,0,0,0,1,-3.02728,-2.14982,-2.78485,,,-2.654,Fringe NBA,0,0,,
Admiral Schofield,2019,Senior,WAS,Wing,3,Tennessee,SEC,10.16,22.2,77.25,"6'5.25""",81.75,"6'9.75""",4.5,241,0.396,0.925,0.53,0.688,0,0.75,16.3,6.2,4.5,16.1,10.7,1.9,2.0,0.96,11.7,10.7,1.09,0.9,0.6,1.5,1.6,1.9,3.5,98.7,99.6,-0.9,18.8,0.85,-0.04,0.156,0.007,6.69,5.74,0.171,0.698,0.25,0.353,0.418,2,0.836,0.75,0.625,0.54,0.55,543,26.63,0.61,0.072,0.074,0.439,0.403,1,0,0,0,0,0,0,0,1,-4.03407,,-3.84812,-2.50076,,-3.461,Fringe NBA,0,0,,
Jaylen Nowell,2019,Sophomore,MIN,Guard,1.5,Washington,PAC 12,7.01,19.9,76.25,"6'4.25""",79.25,"6'7.25""",3,202,0.697,0.66,0.645,0.651,0,0.75,16.6,5.3,3.5,14.9,9.3,3.3,2.9,1.15,21.8,18.3,1.19,1.4,0.3,1.7,2.3,0.8,3.1,95.8,98.5,-2.7,19,0.95,0.16,0.162,0.008,4.81,5.87,0.281,0.779,0.5,0.267,0.44,1.4,0.616,0.75,0.6875,0.57,0.60,567,25.2,0.66,0.132,0.115,0.864,0.725,1,0,0,0,0,0,0,0,0,-2.29495,-2.1645,-0.795183,-2.33631,-2.26265,-1.971,Bench Reserve,0,0,,
Bol Bol,2019,Freshman,DEN,Big,5,Oregon,PAC 12,6.13,19.6,86.25,"7'2.25""",91,"7'7""",4.75,208,0.724,0.5,0.5,0.500,0,0.50,21.8,9.5,8.7,29.0,19.2,1.1,2.0,0.56,10.1,11.1,0.91,0.8,2.7,3.5,1.6,12.2,13.8,94.4,86.7,7.7,37.5,1.91,,0.271,0.014,,,0.28,0.757,0.5,0.189,0.52,1.4,0.728,0.75,0.6875,0.61,0.63,154,33.88,0.64,0.032,0.058,0.298,0.327,1,0,0,0,0,0,0,0,0,-2.99122,-4.73391,-2.3673,-2.81118,0.691948,-2.442,Bench Reserve,0,0,1,
